epocas;erro
0;0.2521595739155652
500;0.2498979886886973
1000;0.20246413420868048
1500;0.14349795034297563
2000;0.12604574922517509
2500;0.11742176371359303
3000;0.11211137901277586
3500;0.10840557793126973
4000;0.10562205296595684
4500;0.10342658492205478
